date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,collision_date,weekday,number_of_collisions,total_number_injured,total_number_killed
2021-06-18,2021,06,18,73.7,45.9,1015.3,10.0,3.6,8.0,15.9,84.0,57.0,0.0,999.9,0,2021-06-18,5,388,177,4
2021-06-19,2021,06,19,75.8,61.2,1008.7,9.9,4.4,7.0,14.0,88.0,63.0,0.14,999.9,0,2021-06-19,6,372,174,1
2021-06-20,2021,06,20,75.4,62.4,1009.1,10.0,2.5,6.0,999.9,88.0,64.9,0.0,999.9,0,2021-06-20,7,323,157,1
2021-06-21,2021,06,21,80.0,69.8,1006.1,9.8,2.5,6.0,999.9,86.0,66.0,0.0,999.9,0,2021-06-21,1,361,171,0
2021-06-22,2021,06,22,72.1,64.3,1004.9,9.0,4.2,8.9,19.0,86.0,62.1,0.01,999.9,0,2021-06-22,2,290,138,0
2021-06-23,2021,06,23,64.9,45.8,1019.2,10.0,4.3,8.9,15.0,78.1,55.0,0.24,999.9,0,2021-06-23,3,353,180,0
2021-06-24,2021,06,24,68.6,50.8,1027.3,10.0,2.8,6.0,999.9,77.0,55.0,0.0,999.9,0,2021-06-24,4,384,176,1
2021-06-25,2021,06,25,69.4,55.2,1025.8,10.0,2.6,8.0,999.9,81.0,61.0,0.0,999.9,0,2021-06-25,5,381,190,0
2021-06-26,2021,06,26,74.7,67.5,1023.4,9.5,2.4,6.0,999.9,82.9,64.0,0.0,999.9,0,2021-06-26,6,375,196,0
2021-06-27,2021,06,27,79.5,69.9,1021.3,10.0,3.8,8.0,999.9,90.0,68.0,0.04,999.9,0,2021-06-27,7,333,162,1
2021-06-28,2021,06,28,83.2,70.3,1021.9,10.0,4.1,8.0,15.0,91.9,73.0,0.0,999.9,0,2021-06-28,1,379,188,2
2021-06-29,2021,06,29,86.0,70.7,1021.6,10.0,4.2,8.0,999.9,95.0,75.9,0.0,999.9,0,2021-06-29,2,350,174,2
2021-06-30,2021,06,30,88.3,69.4,1015.9,10.0,4.3,9.9,18.1,98.1,78.1,0.0,999.9,0,2021-06-30,3,362,159,0
2021-07-01,2021,07,01,76.0,70.5,1011.6,6.5,2.1,11.1,18.1,98.1,72.0,0.65,999.9,1,2021-07-01,4,319,151,2
2021-07-02,2021,07,02,72.7,68.4,1006.7,6.8,1.9,6.0,999.9,84.0,69.1,1.0,999.9,1,2021-07-02,5,333,188,0
2021-07-03,2021,07,03,63.6,59.4,1008.7,8.1,6.3,12.0,22.0,79.0,59.0,0.88,999.9,0,2021-07-03,6,291,135,1
2021-07-04,2021,07,04,67.5,58.7,1011.7,9.6,2.4,6.0,999.9,79.0,59.0,0.03,999.9,0,2021-07-04,7,289,145,0
2021-07-05,2021,07,05,74.0,64.8,1016.4,5.9,2.5,7.0,999.9,82.9,60.1,0.0,999.9,0,2021-07-05,1,322,143,0
2021-07-06,2021,07,06,80.1,66.9,1014.9,8.9,5.6,12.0,28.9,91.9,66.9,0.0,999.9,0,2021-07-06,2,326,153,0
2021-07-07,2021,07,07,79.8,70.0,1013.9,6.8,2.4,6.0,999.9,91.9,71.1,0.55,999.9,0,2021-07-07,3,324,130,1
2021-07-08,2021,07,08,78.9,70.0,1014.1,6.7,4.2,11.1,21.0,91.0,71.1,0.0,999.9,1,2021-07-08,4,306,160,2
2021-07-09,2021,07,09,75.4,70.1,1010.2,5.4,3.6,9.9,18.1,84.9,70.0,3.83,999.9,0,2021-07-09,5,346,180,2
2021-07-10,2021,07,10,73.1,67.3,1013.8,8.8,2.7,12.0,22.9,84.9,68.0,0.5,999.9,0,2021-07-10,6,293,152,1
2021-07-11,2021,07,11,72.6,68.6,1018.6,5.8,1.7,6.0,999.9,81.0,68.0,0.27,999.9,0,2021-07-11,7,263,131,1
2021-07-12,2021,07,12,77.3,72.1,1018.7,6.3,3.0,11.1,17.1,86.0,70.0,1.43,999.9,1,2021-07-12,1,303,130,0
2021-07-13,2021,07,13,71.1,67.5,1023.2,7.1,6.1,11.1,15.9,86.0,69.1,1.42,999.9,0,2021-07-13,2,298,125,1
2021-07-14,2021,07,14,75.2,69.2,1021.0,6.5,3.2,6.0,18.1,87.1,69.1,0.0,999.9,0,2021-07-14,3,331,140,1
2021-07-15,2021,07,15,80.8,68.3,1018.6,10.0,1.9,5.1,999.9,89.1,69.1,0.0,999.9,0,2021-07-15,4,372,181,0
2021-07-16,2021,07,16,84.0,70.4,1015.6,10.0,2.9,7.0,999.9,91.0,73.9,0.0,999.9,0,2021-07-16,5,350,152,1
2021-07-17,2021,07,17,81.7,70.7,1016.5,8.4,1.4,6.0,999.9,91.0,75.0,0.0,999.9,0,2021-07-17,6,339,192,1
2021-07-18,2021,07,18,76.5,69.9,1014.2,8.1,3.9,9.9,15.9,91.0,72.0,0.65,999.9,0,2021-07-18,7,310,189,1
2021-07-19,2021,07,19,74.7,64.6,1014.3,10.0,4.1,8.9,999.9,84.0,71.1,0.03,999.9,0,2021-07-19,1,328,136,1
2021-07-20,2021,07,20,78.6,66.0,1013.0,5.5,2.3,5.1,999.9,86.0,71.1,0.01,999.9,0,2021-07-20,2,286,158,0
2021-07-21,2021,07,21,77.5,65.3,1011.3,5.3,1.9,6.0,999.9,86.0,70.0,0.0,999.9,0,2021-07-21,3,330,142,0
2021-07-22,2021,07,22,74.0,57.2,1016.9,10.0,2.8,7.0,999.9,81.0,66.9,0.05,999.9,0,2021-07-22,4,329,146,2
2021-07-23,2021,07,23,73.6,54.7,1019.5,9.6,2.6,7.0,999.9,82.9,66.9,0.0,999.9,0,2021-07-23,5,324,124,0
2021-07-24,2021,07,24,74.5,58.3,1019.0,10.0,2.0,5.1,999.9,84.0,66.9,0.01,999.9,0,2021-07-24,6,337,209,3
2021-07-25,2021,07,25,74.9,66.0,1013.8,7.7,1.8,6.0,999.9,84.0,66.0,0.0,999.9,0,2021-07-25,7,322,153,0
2021-07-26,2021,07,26,80.0,67.1,1011.7,6.1,2.2,7.0,999.9,88.0,66.0,0.78,999.9,1,2021-07-26,1,359,185,3
2021-07-27,2021,07,27,81.4,60.8,1013.4,6.9,2.4,6.0,15.9,89.1,72.0,0.0,999.9,0,2021-07-27,2,318,146,0
2021-07-28,2021,07,28,74.8,62.2,1015.0,8.9,3.9,12.0,999.9,89.1,69.1,0.14,999.9,0,2021-07-28,3,300,137,1
2021-07-29,2021,07,29,73.3,66.0,1015.0,8.7,2.7,8.9,24.1,81.0,69.1,0.43,999.9,0,2021-07-29,4,319,157,2
2021-07-30,2021,07,30,74.5,61.3,1008.1,7.9,6.2,13.0,21.0,82.0,69.1,0.04,999.9,0,2021-07-30,5,383,173,1
2021-07-31,2021,07,31,69.0,48.9,1014.8,10.0,3.4,9.9,17.1,82.0,60.1,0.0,999.9,0,2021-07-31,6,353,186,1
2021-08-01,2021,08,01,71.3,58.6,1012.7,10.0,1.8,6.0,999.9,77.0,60.1,0.0,999.9,0,2021-08-01,7,303,175,3
2021-08-02,2021,08,02,70.5,58.0,1013.3,9.7,3.6,7.0,15.9,80.1,63.0,0.04,999.9,0,2021-08-02,1,325,171,0
2021-08-03,2021,08,03,72.0,53.1,1019.2,10.0,1.9,5.1,999.9,80.1,63.0,0.0,999.9,0,2021-08-03,2,313,152,1
2021-08-04,2021,08,04,71.9,58.6,1019.7,10.0,3.0,8.9,999.9,79.0,64.9,0.0,999.9,0,2021-08-04,3,291,144,0
2021-08-05,2021,08,05,73.1,61.2,1018.7,10.0,4.3,8.9,999.9,81.0,66.9,0.0,999.9,0,2021-08-05,4,304,110,1
2021-08-06,2021,08,06,77.4,63.7,1020.2,10.0,2.5,6.0,999.9,88.0,69.1,0.0,999.9,0,2021-08-06,5,355,202,0
2021-08-07,2021,08,07,78.6,62.8,1018.3,10.0,3.9,8.0,999.9,88.0,70.0,0.0,999.9,0,2021-08-07,6,334,165,1
2021-08-08,2021,08,08,72.4,63.4,1018.0,8.2,5.6,14.0,20.0,87.1,66.0,0.11,999.9,0,2021-08-08,7,314,149,1
2021-08-09,2021,08,09,72.6,66.7,1019.9,8.3,5.1,9.9,15.0,81.0,66.0,0.1,999.9,0,2021-08-09,1,339,163,2
2021-08-10,2021,08,10,76.6,69.3,1020.2,9.3,1.7,9.9,24.1,84.0,69.1,0.0,999.9,1,2021-08-10,2,331,202,1
2021-08-11,2021,08,11,79.2,72.3,1016.4,8.3,2.5,7.0,999.9,89.1,71.1,0.83,999.9,0,2021-08-11,3,316,125,0
2021-08-12,2021,08,12,80.9,70.3,1015.4,9.3,3.5,7.0,20.0,93.0,73.0,0.18,999.9,0,2021-08-12,4,324,164,0
2021-08-13,2021,08,13,85.3,69.0,1016.2,10.0,2.0,7.0,999.9,93.9,73.9,0.0,999.9,0,2021-08-13,5,358,181,1
2021-08-14,2021,08,14,84.1,68.0,1017.0,10.0,2.7,6.0,999.9,93.9,78.1,0.0,999.9,0,2021-08-14,6,302,143,1
2021-08-15,2021,08,15,76.8,55.9,1021.6,10.0,4.0,8.9,15.0,88.0,70.0,0.0,999.9,0,2021-08-15,7,314,164,1
2021-08-16,2021,08,16,74.5,58.8,1022.5,10.0,2.2,6.0,999.9,82.9,69.1,0.0,999.9,0,2021-08-16,1,301,142,0
2021-08-17,2021,08,17,75.5,64.8,1022.4,10.0,2.0,6.0,999.9,82.9,69.1,0.0,999.9,0,2021-08-17,2,286,170,1
2021-08-18,2021,08,18,77.3,70.4,1022.2,10.0,1.8,7.0,999.9,82.9,73.0,0.0,999.9,0,2021-08-18,3,334,154,0
2021-08-19,2021,08,19,79.5,72.1,1014.3,9.3,3.7,9.9,19.0,84.9,73.9,0.2,999.9,0,2021-08-19,4,286,127,0
2021-08-20,2021,08,20,78.4,67.4,1012.2,10.0,2.8,6.0,999.9,84.9,75.0,0.0,999.9,0,2021-08-20,5,325,147,0
2021-08-21,2021,08,21,77.8,70.1,1012.8,10.0,1.4,7.0,999.9,82.0,73.0,0.0,999.9,0,2021-08-21,6,321,159,2
2021-08-22,2021,08,22,74.0,71.7,1009.9,3.3,4.2,9.9,17.1,82.0,70.0,4.47,999.9,1,2021-08-22,7,257,146,0
2021-08-23,2021,08,23,74.4,70.2,1007.7,5.8,4.6,8.0,15.0,82.9,70.0,3.58,999.9,1,2021-08-23,1,293,146,0
2021-08-24,2021,08,24,79.8,66.6,1012.4,10.0,2.6,6.0,999.9,89.1,71.1,0.14,999.9,0,2021-08-24,2,332,187,3
2021-08-25,2021,08,25,81.8,65.2,1018.1,10.0,1.5,4.1,999.9,91.0,72.0,0.0,999.9,0,2021-08-25,3,336,156,0
2021-08-26,2021,08,26,83.9,69.5,1019.0,8.9,2.1,7.0,999.9,91.0,72.0,0.0,999.9,0,2021-08-26,4,343,163,1
2021-08-27,2021,08,27,82.3,71.8,1018.2,8.7,2.6,13.0,20.0,93.0,75.0,0.0,999.9,1,2021-08-27,5,349,147,3
2021-08-28,2021,08,28,74.9,66.2,1022.6,9.9,5.3,14.0,22.9,93.0,68.0,0.67,999.9,0,2021-08-28,6,303,165,1
2021-08-29,2021,08,29,71.0,62.4,1023.0,10.0,3.4,8.0,999.9,80.1,66.9,0.0,999.9,0,2021-08-29,7,358,209,1
2021-08-30,2021,08,30,77.5,71.4,1013.3,8.8,1.4,6.0,999.9,84.9,66.9,0.0,999.9,0,2021-08-30,1,323,139,0
2021-08-31,2021,08,31,79.1,65.1,1008.7,10.0,2.9,8.0,14.0,84.9,73.0,0.0,999.9,0,2021-08-31,2,310,145,2
2021-09-01,2021,09,01,73.0,64.3,1008.7,7.9,5.5,15.0,28.0,82.9,66.9,0.07,999.9,1,2021-09-01,3,319,142,0
2021-09-02,2021,09,02,67.6,55.7,1008.4,7.8,7.2,19.0,34.0,78.1,61.0,7.12,999.9,1,2021-09-02,4,365,187,1
2021-09-03,2021,09,03,66.7,51.1,1016.4,10.0,3.0,6.0,999.9,77.0,59.0,0.1,999.9,0,2021-09-03,5,353,151,0
2021-09-04,2021,09,04,68.8,54.1,1016.4,10.0,2.2,6.0,999.9,79.0,59.0,0.0,999.9,0,2021-09-04,6,341,196,1
2021-09-05,2021,09,05,70.7,61.3,1012.0,9.8,1.5,6.0,999.9,79.0,61.0,0.0,999.9,0,2021-09-05,7,293,175,2
2021-09-06,2021,09,06,74.2,61.8,1009.0,9.5,4.7,8.9,15.9,81.0,66.9,0.02,999.9,0,2021-09-06,1,299,183,0
2021-09-07,2021,09,07,71.9,55.6,1013.7,10.0,2.1,6.0,999.9,81.0,64.9,0.0,999.9,0,2021-09-07,2,337,182,3
2021-09-08,2021,09,08,75.2,64.7,1011.5,10.0,2.5,8.0,15.9,82.0,64.9,0.0,999.9,0,2021-09-08,3,334,165,0
2021-09-09,2021,09,09,71.6,66.6,1008.2,7.4,6.7,19.0,24.1,82.0,69.1,0.04,999.9,0,2021-09-09,4,294,138,0
2021-09-10,2021,09,10,68.6,54.4,1010.9,10.0,5.8,8.9,20.0,75.9,63.0,0.22,999.9,0,2021-09-10,5,352,176,1
2021-09-11,2021,09,11,68.2,51.2,1020.3,10.0,1.8,5.1,999.9,75.9,60.1,0.0,999.9,0,2021-09-11,6,333,149,5
2021-09-12,2021,09,12,73.0,59.9,1018.9,10.0,3.2,6.0,999.9,81.0,60.1,0.0,999.9,0,2021-09-12,7,321,187,1
2021-09-13,2021,09,13,78.3,64.2,1016.2,10.0,4.2,7.0,999.9,82.9,66.0,0.0,999.9,0,2021-09-13,1,378,157,0
2021-09-14,2021,09,14,72.8,64.3,1017.7,9.5,1.6,5.1,999.9,82.9,66.9,0.12,999.9,0,2021-09-14,2,342,182,0
2021-09-15,2021,09,15,77.1,69.3,1014.6,8.4,999.9,999.9,999.9,84.9,66.9,0.0,999.9,0,2021-09-15,3,356,186,0
2021-09-16,2021,09,16,73.6,64.4,1020.4,10.0,999.9,999.9,999.9,84.9,71.1,0.0,999.9,0,2021-09-16,4,269,122,0
2021-09-17,2021,09,17,72.1,66.9,1023.6,8.4,999.9,999.9,999.9,75.9,69.1,0.0,999.9,0,2021-09-17,5,375,176,0
2021-09-18,2021,09,18,75.3,66.1,1017.7,10.0,999.9,999.9,999.9,84.0,69.1,0.0,999.9,0,2021-09-18,6,319,186,1
2021-09-19,2021,09,19,71.7,55.8,1019.9,10.0,999.9,999.9,999.9,84.0,64.0,0.0,999.9,0,2021-09-19,7,318,171,1
2021-09-20,2021,09,20,68.1,56.2,1026.0,10.0,999.9,999.9,999.9,75.9,63.0,0.0,999.9,0,2021-09-20,1,317,154,1
2021-09-21,2021,09,21,68.6,58.3,1027.2,10.0,999.9,999.9,999.9,75.9,63.0,0.0,999.9,0,2021-09-21,2,312,160,1
2021-09-22,2021,09,22,73.8,69.0,1019.5,8.4,999.9,999.9,999.9,79.0,63.0,0.09,999.9,0,2021-09-22,3,289,136,0
2021-09-23,2021,09,23,75.8,69.2,1014.1,9.3,4.2,7.0,999.9,79.0,70.0,0.01,999.9,1,2021-09-23,4,319,145,0
2021-09-24,2021,09,24,65.2,55.0,1017.3,8.1,4.5,8.9,20.0,79.0,57.0,2.03,999.9,1,2021-09-24,5,383,183,1
2021-09-25,2021,09,25,66.0,51.7,1016.6,10.0,0.9,4.1,999.9,75.0,57.0,0.66,999.9,0,2021-09-25,6,358,170,2
2021-09-26,2021,09,26,66.2,49.2,1012.1,10.0,4.2,8.9,18.1,75.0,57.0,0.0,999.9,0,2021-09-26,7,314,170,0
2021-09-27,2021,09,27,68.3,48.7,1013.9,10.0,999.9,999.9,999.9,78.1,61.0,0.0,999.9,0,2021-09-27,1,325,138,1
2021-09-28,2021,09,28,68.8,58.1,1010.5,9.3,999.9,999.9,999.9,78.1,62.1,0.0,999.9,1,2021-09-28,2,296,147,3
2021-09-29,2021,09,29,62.2,44.3,1014.3,10.0,999.9,999.9,999.9,71.1,54.0,0.27,999.9,0,2021-09-29,3,343,199,0
2021-09-30,2021,09,30,61.5,44.8,1018.3,10.0,999.9,999.9,999.9,68.0,54.0,0.0,999.9,0,2021-09-30,4,344,166,0
2021-10-01,2021,10,01,58.7,44.0,1023.1,10.0,999.9,999.9,999.9,66.9,51.1,0.0,999.9,0,2021-10-01,5,385,188,1
2021-10-02,2021,10,02,63.8,48.9,1021.0,10.0,999.9,999.9,999.9,73.9,51.1,0.0,999.9,0,2021-10-02,6,349,167,3
2021-10-03,2021,10,03,69.4,55.6,1015.5,10.0,999.9,999.9,999.9,77.0,57.0,0.0,999.9,0,2021-10-03,7,328,148,0
2021-10-04,2021,10,04,69.2,64.8,1013.9,6.5,999.9,999.9,999.9,77.0,61.0,0.08,999.9,0,2021-10-04,1,290,139,1
2021-10-05,2021,10,05,62.1,57.4,1021.8,9.8,2.0,4.1,999.9,73.0,60.1,0.07,999.9,0,2021-10-05,2,318,141,0
2021-10-06,2021,10,06,64.0,57.5,1027.8,10.0,1.7,6.0,999.9,69.8,61.0,0.0,999.9,0,2021-10-06,3,270,130,1
2021-10-07,2021,10,07,66.6,59.7,1025.6,9.7,0.9,5.1,999.9,73.0,61.0,0.0,999.9,0,2021-10-07,4,368,167,3
2021-10-08,2021,10,08,67.3,60.4,1021.1,8.2,2.1,8.0,999.9,75.9,61.0,0.0,999.9,0,2021-10-08,5,361,171,0
2021-10-09,2021,10,09,64.4,56.4,1023.0,10.0,6.7,13.0,20.0,75.9,60.1,0.0,999.9,0,2021-10-09,6,268,157,0
2021-10-10,2021,10,10,63.0,58.3,1022.2,8.5,8.9,13.0,20.0,66.9,60.1,0.01,999.9,0,2021-10-10,7,269,153,1
2021-10-11,2021,10,11,64.8,57.8,1018.6,10.0,7.0,13.0,21.0,71.1,61.0,0.1,999.9,0,2021-10-11,1,297,138,2
2021-10-12,2021,10,12,64.9,58.6,1019.3,10.0,2.6,6.0,999.9,71.1,55.0,0.0,999.9,0,2021-10-12,2,321,160,1
2021-10-13,2021,10,13,65.4,60.2,1017.0,9.3,0.8,5.1,999.9,69.1,61.0,0.0,999.9,0,2021-10-13,3,312,133,1
2021-10-14,2021,10,14,68.3,59.5,1013.8,8.2,2.7,6.0,999.9,75.9,61.0,0.0,999.9,0,2021-10-14,4,353,171,1
2021-10-15,2021,10,15,69.4,59.4,1013.1,10.0,1.6,6.0,999.9,78.1,63.0,0.0,999.9,0,2021-10-15,5,381,191,3
2021-10-16,2021,10,16,70.0,60.5,1008.1,9.6,3.7,13.0,28.0,79.0,63.0,0.0,999.9,0,2021-10-16,6,339,184,0
2021-10-17,2021,10,17,57.3,48.4,1008.8,9.0,5.7,8.0,15.9,75.9,53.1,0.25,999.9,0,2021-10-17,7,319,176,3
2021-10-18,2021,10,18,53.2,39.7,1010.9,9.9,5.8,13.0,25.1,61.0,48.9,0.0,999.9,0,2021-10-18,1,318,129,2
2021-10-19,2021,10,19,54.2,38.7,1015.1,10.0,4.8,8.9,18.1,66.0,46.9,0.0,999.9,0,2021-10-19,2,302,165,2
2021-10-20,2021,10,20,64.2,45.7,1015.2,10.0,3.5,8.0,999.9,75.0,46.9,0.0,999.9,0,2021-10-20,3,365,177,0
2021-10-21,2021,10,21,66.6,50.1,1015.3,10.0,3.0,8.0,15.9,75.0,55.9,0.0,999.9,0,2021-10-21,4,372,164,0
2021-10-22,2021,10,22,64.8,52.0,1010.8,10.0,4.0,8.9,15.9,73.0,59.0,0.0,999.9,0,2021-10-22,5,381,208,1
2021-10-23,2021,10,23,55.2,43.1,1014.3,9.9,2.6,6.0,999.9,69.1,48.0,0.0,999.9,0,2021-10-23,6,312,149,3
2021-10-24,2021,10,24,53.0,42.2,1019.8,10.0,2.7,6.0,999.9,59.0,46.9,0.01,999.9,0,2021-10-24,7,236,136,1
2021-10-25,2021,10,25,63.4,58.0,1014.6,8.3,2.2,5.1,999.9,73.0,46.9,0.06,999.9,0,2021-10-25,1,330,152,0
2021-10-26,2021,10,26,60.2,57.8,997.7,5.7,5.2,12.0,25.1,73.0,55.0,2.38,999.9,0,2021-10-26,2,323,169,0
2021-10-27,2021,10,27,57.3,49.9,1003.4,8.4,7.4,13.0,20.0,60.1,53.6,1.28,999.9,0,2021-10-27,3,323,158,1
2021-10-28,2021,10,28,53.4,42.0,1012.9,10.0,4.3,8.0,999.9,61.0,48.9,0.16,999.9,0,2021-10-28,4,344,170,1
2021-10-29,2021,10,29,53.0,43.5,1012.1,10.0,6.8,13.0,24.1,57.0,46.9,0.0,999.9,0,2021-10-29,5,357,160,2
2021-10-30,2021,10,30,57.4,53.3,1003.4,7.0,6.3,13.0,28.9,64.0,46.9,0.92,999.9,0,2021-10-30,6,352,185,0
2021-10-31,2021,10,31,58.3,53.4,1001.5,7.6,3.4,9.9,18.1,64.0,53.1,0.1,999.9,0,2021-10-31,7,362,193,0
2021-11-01,2021,11,01,55.7,41.1,1014.6,10.0,5.1,11.1,18.1,63.0,53.1,0.04,999.9,0,2021-11-01,1,331,141,1
2021-11-02,2021,11,02,50.8,35.0,1022.1,10.0,2.1,8.9,999.9,57.9,48.9,0.0,999.9,0,2021-11-02,2,276,135,1
2021-11-03,2021,11,03,45.8,31.9,1023.4,10.0,3.5,8.9,15.0,53.1,41.0,0.0,999.9,0,2021-11-03,3,321,155,1
2021-11-04,2021,11,04,44.5,27.1,1026.7,10.0,3.2,7.0,999.9,51.1,39.0,0.0,999.9,0,2021-11-04,4,317,132,1
2021-11-05,2021,11,05,44.8,28.5,1026.6,10.0,3.4,7.0,999.9,51.1,39.0,0.0,999.9,0,2021-11-05,5,386,190,1
2021-11-06,2021,11,06,45.9,28.8,1029.1,10.0,2.5,4.1,999.9,52.0,39.0,0.0,999.9,0,2021-11-06,6,335,178,0
2021-11-07,2021,11,07,46.5,32.4,1023.1,9.6,2.2,5.1,999.9,53.1,39.9,0.0,999.9,0,2021-11-07,7,265,119,0
2021-11-08,2021,11,08,53.2,34.5,1019.6,10.0,2.8,5.1,999.9,63.0,39.9,0.0,999.9,0,2021-11-08,1,329,162,0
2021-11-09,2021,11,09,57.9,42.1,1018.9,10.0,2.4,6.0,999.9,68.0,44.1,0.0,999.9,0,2021-11-09,2,328,163,2
2021-11-10,2021,11,10,59.5,41.1,1017.4,9.8,2.3,9.9,15.9,68.0,50.0,0.0,999.9,0,2021-11-10,3,346,184,1
2021-11-11,2021,11,11,52.3,35.6,1025.0,10.0,3.2,7.0,999.9,64.0,45.0,0.0,999.9,0,2021-11-11,4,293,140,1
2021-11-12,2021,11,12,61.5,55.8,1016.4,8.0,5.6,12.0,26.0,64.9,45.0,0.01,999.9,1,2021-11-12,5,353,202,0
2021-11-13,2021,11,13,52.4,38.8,1009.8,9.6,3.4,14.0,35.0,64.9,42.1,0.48,999.9,1,2021-11-13,6,335,152,0
2021-11-14,2021,11,14,42.7,30.8,1012.1,10.0,3.6,11.1,20.0,46.9,37.9,0.33,999.9,0,2021-11-14,7,269,142,3
2021-11-15,2021,11,15,43.5,33.6,1009.0,9.9,5.2,11.1,20.0,48.0,37.9,0.02,999.9,0,2021-11-15,1,343,160,0
2021-11-16,2021,11,16,42.3,27.3,1018.4,10.0,5.8,8.0,17.1,48.9,36.0,0.0,999.9,0,2021-11-16,2,315,157,1
2021-11-17,2021,11,17,46.8,32.1,1024.8,10.0,1.8,6.0,999.9,55.9,36.0,0.0,999.9,0,2021-11-17,3,317,169,1
2021-11-18,2021,11,18,59.6,48.6,1016.9,9.9,4.1,7.0,15.0,69.1,55.0,0.0,999.9,0,2021-11-18,4,351,187,0
2021-11-19,2021,11,19,46.7,30.8,1021.3,9.4,7.7,14.0,21.0,69.1,39.9,0.1,999.9,0,2021-11-19,5,349,155,1
2021-11-20,2021,11,20,41.1,25.4,1032.7,10.0,3.3,8.0,15.0,48.0,35.1,0.01,999.9,0,2021-11-20,6,305,165,2
2021-11-21,2021,11,21,48.5,35.0,1026.2,10.0,2.9,6.0,999.9,55.9,35.1,0.0,999.9,0,2021-11-21,7,273,107,0
2021-11-22,2021,11,22,49.8,40.8,1011.9,9.7,5.1,8.9,18.1,55.9,41.0,0.03,999.9,0,2021-11-22,1,314,149,2
2021-11-23,2021,11,23,36.7,17.1,1015.2,10.0,7.5,14.0,24.1,55.0,32.0,0.02,999.9,0,2021-11-23,2,340,128,1
2021-11-24,2021,11,24,36.2,17.2,1024.7,10.0,4.2,8.9,18.1,45.0,30.0,0.0,999.9,0,2021-11-24,3,368,188,0
2021-11-25,2021,11,25,46.2,22.6,1019.0,10.0,3.0,7.0,999.9,55.9,30.0,0.0,999.9,0,2021-11-25,4,217,119,0
2021-11-26,2021,11,26,45.4,32.6,1005.3,9.0,5.7,15.0,28.0,55.9,39.0,0.07,999.9,0,2021-11-26,5,261,119,0
2021-11-27,2021,11,27,36.7,19.7,1009.0,10.0,8.4,17.1,27.0,46.9,35.1,0.06,999.9,0,2021-11-27,6,264,124,1
2021-11-28,2021,11,28,36.2,25.4,1012.1,9.0,2.2,6.0,999.9,41.0,33.1,0.0,999.9,0,2021-11-28,7,271,120,0
2021-11-29,2021,11,29,39.3,26.7,1011.3,10.0,4.9,9.9,18.1,45.0,33.1,0.0,999.9,0,2021-11-29,1,323,148,2
2021-11-30,2021,11,30,35.7,22.7,1015.5,10.0,4.3,8.0,15.0,45.0,30.9,0.0,999.9,0,2021-11-30,2,282,116,1
2021-12-01,2021,12,01,43.3,25.9,1018.5,10.0,4.0,8.9,19.0,48.9,30.9,0.0,999.9,0,2021-12-01,3,266,118,0
2021-12-02,2021,12,02,51.7,39.9,1010.8,9.7,4.2,7.0,17.1,57.9,39.9,0.04,999.9,0,2021-12-02,4,319,171,0
2021-12-03,2021,12,03,46.2,26.0,1010.0,10.0,7.5,12.0,27.0,57.9,41.0,0.0,999.9,0,2021-12-03,5,343,149,2
2021-12-04,2021,12,04,41.5,24.0,1019.0,10.0,3.0,9.9,14.0,48.0,36.0,0.0,999.9,0,2021-12-04,6,278,114,1
2021-12-05,2021,12,05,43.3,22.8,1025.9,10.0,1.9,6.0,999.9,48.0,36.0,0.0,999.9,0,2021-12-05,7,255,144,0
2021-12-06,2021,12,06,51.6,44.6,1013.8,6.8,4.1,7.0,19.0,61.0,39.0,0.3,999.9,1,2021-12-06,1,345,177,0
2021-12-07,2021,12,07,41.7,23.1,1018.3,9.4,6.1,17.1,33.0,61.0,36.0,0.12,999.9,0,2021-12-07,2,321,153,1
2021-12-08,2021,12,08,38.6,25.8,1018.0,10.0,4.0,8.0,999.9,43.0,36.0,0.0,999.9,0,2021-12-08,3,287,127,0
2021-12-09,2021,12,09,34.8,21.8,1019.8,9.4,5.1,9.9,22.0,42.1,30.9,0.04,999.9,0,2021-12-09,4,283,144,0
2021-12-10,2021,12,10,43.1,26.6,1021.8,10.0,3.1,7.0,999.9,50.0,30.9,0.0,999.9,0,2021-12-10,5,301,141,0
2021-12-11,2021,12,11,53.3,46.8,1012.9,7.5,3.2,8.9,17.1,66.2,44.6,0.09,999.9,0,2021-12-11,6,307,161,1
2021-12-12,2021,12,12,49.9,28.1,1014.1,9.7,7.6,17.1,27.0,66.0,42.1,0.08,999.9,0,2021-12-12,7,266,139,2
2021-12-13,2021,12,13,45.1,18.7,1023.9,10.0,6.6,12.0,17.1,55.9,39.9,0.0,999.9,0,2021-12-13,1,302,133,2
2021-12-14,2021,12,14,48.1,19.2,1029.1,10.0,4.7,7.0,18.1,53.1,39.9,0.0,999.9,0,2021-12-14,2,322,143,0
2021-12-15,2021,12,15,46.4,27.9,1036.2,10.0,4.8,8.9,999.9,54.0,39.9,0.0,999.9,0,2021-12-15,3,285,143,0
2021-12-16,2021,12,16,56.7,43.8,1019.3,10.0,6.5,11.1,20.0,62.1,39.9,0.0,999.9,0,2021-12-16,4,317,181,3
2021-12-17,2021,12,17,58.0,29.3,1015.6,10.0,6.5,12.0,20.0,62.1,53.1,0.0,999.9,0,2021-12-17,5,305,149,2
